date,GOI,Wheat,Maize,Barley,Soyabean,Rice
2000-01-03,96.67,96.95,96.92,98.5,94.91,99.19
2000-01-04,97.01,97.09,97.1,98.56,95.62,99.45
2000-01-05,97.09,97.23,97.27,98.63,95.57,99.72
2000-01-06,97.4,97.36,97.45,98.7,96.27,99.77
2000-01-07,97.44,98.45,94.3,98.77,96.73,99.99
2000-01-08,97.6266666667,98.59,94.8233333333,98.86,96.8833333333,100.01
2000-01-09,97.8133333333,98.73,95.3466666667,98.95,97.0366666667,100.03
2000-01-10,98.0,98.87,95.87,99.04,97.19,100.05
2000-01-11,98.55,99.28,97.45,99.31,97.64,100.11
2000-01-12,99.54,100.01,101.11,99.58,98.1,100.18
2000-01-13,100.06,100.56,102.16,99.85,98.55,100.24
2000-01-14,99.7,100.94,97.97,100.12,99.01,100.21
2000-01-15,99.9666666667,100.993333333,99.1933333333,100.163333333,99.1966666667,100.193333333
2000-01-16,100.233333333,101.046666667,100.416666667,100.206666667,99.3833333333,100.176666667
2000-01-17,100.5,101.1,101.64,100.25,99.57,100.16
2000-01-18,100.8,101.17,102.16,100.39,100.12,100.11
2000-01-19,101.18,101.51,102.68,100.53,100.68,100.05
2000-01-20,101.22,101.31,102.16,100.66,101.24,100.0
2000-01-21,101.0,101.47,99.02,100.8,101.79,100.12
2000-01-22,101.426666667,101.583333333,100.94,100.82,102.08,100.12
2000-01-23,101.853333333,101.696666667,102.86,100.84,102.37,100.12
2000-01-24,102.28,101.81,104.78,100.86,102.66,100.12
2000-01-25,102.37,101.44,104.26,100.93,103.52,100.12
2000-01-26,102.3,100.88,103.21,101.0,104.38,100.12
2000-01-27,102.77,101.22,103.73,101.07,105.24,100.12
2000-01-28,102.27,100.76,99.54,101.13,106.1,100.12
2000-01-29,102.126666667,100.706666667,99.4366666667,101.2,105.78,100.09
2000-01-30,101.983333333,100.653333333,99.3333333333,101.27,105.46,100.06
2000-01-31,101.84,100.6,99.23,101.34,105.14,100.03
2000-02-01,101.42,100.44,98.91,101.54,104.17,99.94
2000-02-02,101.02,100.28,98.6,101.74,103.21,99.86
2000-02-03,100.59,100.12,98.28,101.95,102.25,99.77
2000-02-04,100.17,99.87,97.97,102.15,101.29,99.94
2000-02-05,100.31,99.97,98.4933333333,102.15,101.356666667,99.9866666667
2000-02-06,100.45,100.07,99.0166666667,102.15,101.423333333,100.033333333
2000-02-07,100.59,100.17,99.54,102.15,101.49,100.08
2000-02-08,101.01,100.47,101.11,102.15,101.69,100.22
2000-02-09,101.24,101.22,100.59,102.15,101.9,100.36
2000-02-10,101.47,101.97,100.06,102.15,102.1,100.5
2000-02-11,101.69,102.72,99.54,102.15,102.3,100.46
2000-02-12,101.703333333,102.713333333,99.5066666667,102.126666667,102.35,100.506666667
2000-02-13,101.716666667,102.706666667,99.4733333333,102.103333333,102.4,100.553333333
2000-02-14,101.73,102.7,99.44,102.08,102.45,100.6
2000-02-15,101.68,102.41,99.33,102.01,102.6,100.73
2000-02-16,101.55,102.04,99.23,101.95,102.76,100.87
2000-02-17,101.56,101.93,99.12,101.88,102.91,101.01
2000-02-18,101.53,101.92,98.49,101.81,103.06,101.28
2000-02-19,101.506666667,101.87,98.42,103.32,102.926666667,101.2
2000-02-20,101.483333333,101.82,98.35,104.83,102.793333333,101.12
2000-02-21,101.46,101.77,98.28,106.34,102.66,101.04
2000-02-22,101.09,101.28,98.07,106.14,102.25,100.8
2000-02-23,100.53,100.51,97.34,105.94,101.84,100.56
2000-02-24,100.3,100.46,97.13,105.73,101.44,100.32
2000-02-25,99.85,100.23,95.87,105.53,101.03,100.08
2000-02-26,99.8033333333,99.9866666667,95.96,105.53,101.1,100.003333333
2000-02-27,99.7566666667,99.7433333333,96.05,105.53,101.17,99.9266666667
2000-02-28,99.71,99.5,96.14,105.53,101.24,99.85
2000-02-29,99.78,99.21,96.92,105.53,101.44,99.62
2000-03-01,99.87,99.19,97.45,105.53,101.64,99.4
2000-03-02,99.93,99.0,97.97,105.53,101.84,99.17
2000-03-03,99.8,98.54,97.97,105.53,102.05,98.72
2000-03-04,99.8066666667,98.6233333333,97.9,105.463333333,102.05,98.69
2000-03-05,99.8133333333,98.7066666667,97.83,105.396666667,102.05,98.66
2000-03-06,99.82,98.79,97.76,105.33,102.05,98.63
2000-03-07,99.84,99.03,97.55,105.13,102.05,98.55
2000-03-08,99.88,99.28,97.34,104.92,102.05,98.46
2000-03-09,99.9,99.53,97.13,104.72,102.05,98.38
2000-03-10,99.92,99.78,96.92,104.52,102.05,98.29
2000-03-11,100.176666667,99.9833333333,97.62,104.52,102.32,98.2166666667
2000-03-12,100.433333333,100.186666667,98.32,104.52,102.59,98.1433333333
2000-03-13,100.69,100.39,99.02,104.52,102.86,98.07
2000-03-14,101.55,100.99,101.64,104.52,103.67,97.86
2000-03-15,101.52,100.88,100.06,104.52,104.48,97.64
2000-03-16,101.76,100.78,100.06,104.52,105.29,97.42
2000-03-17,102.56,101.47,102.16,104.52,106.1,97.2
2000-03-18,102.413333333,101.296666667,101.81,104.52,106.016666667,97.1266666667
2000-03-19,102.266666667,101.123333333,101.46,104.52,105.933333333,97.0533333333
2000-03-20,102.12,100.95,101.11,104.52,105.85,96.98
2000-03-21,101.64,100.08,100.59,104.52,105.59,96.76
2000-03-22,101.4,100.01,99.54,104.52,105.34,96.54
2000-03-23,100.71,99.23,97.45,104.52,105.09,96.32
2000-03-24,100.49,98.8,97.97,104.52,104.83,95.75
2000-03-25,100.633333333,98.9033333333,98.1433333333,104.45,105.1,95.73
2000-03-26,100.776666667,99.0066666667,98.3166666667,104.38,105.37,95.71
2000-03-27,100.92,99.11,98.49,104.31,105.64,95.69
2000-03-28,100.67,99.05,95.35,104.11,106.45,95.62
2000-03-29,101.1,99.44,95.87,103.91,107.26,95.56
2000-03-30,101.93,100.01,98.49,103.7,108.07,95.5
2000-03-31,102.83,101.03,100.59,103.5,108.88,95.44
2000-04-01,102.753333333,101.093333333,100.483333333,103.703333333,108.646666667,95.3766666667
2000-04-02,102.676666667,101.156666667,100.376666667,103.906666667,108.413333333,95.3133333333
2000-04-03,102.6,101.22,100.27,104.11,108.18,95.25
2000-04-04,102.38,101.42,99.96,104.72,107.47,95.06
2000-04-05,102.14,101.61,99.65,105.33,106.76,94.87
2000-04-06,101.92,101.81,99.33,105.94,106.05,94.69
2000-04-07,101.72,102.09,99.02,106.55,105.34,94.5
2000-04-08,101.683333333,102.003333333,98.67,106.616666667,105.473333333,94.5
2000-04-09,101.646666667,101.916666667,98.32,106.683333333,105.606666667,94.5
2000-04-10,101.61,101.83,97.97,106.75,105.74,94.5
2000-04-11,101.67,101.69,97.71,106.95,106.15,94.5
2000-04-12,101.75,101.56,97.45,107.15,106.55,94.5
2000-04-13,101.83,101.38,97.45,107.36,106.96,94.5
2000-04-14,101.89,101.29,97.45,107.56,107.37,94.14
2000-04-15,101.786666667,101.226666667,97.1,107.593333333,107.3,94.0733333333
2000-04-16,101.683333333,101.163333333,96.75,107.626666667,107.23,94.0066666667
2000-04-17,101.58,101.1,96.4,107.66,107.16,93.94
2000-04-18,101.62,100.99,97.45,107.76,106.96,93.74
2000-04-19,101.71,101.06,98.49,107.86,106.76,93.54
2000-04-20,101.61,101.13,98.23,107.97,106.55,93.34
2000-04-21,101.48,101.12,97.97,108.07,106.35,93.14
2000-04-22,101.496666667,101.093333333,98.1433333333,108.103333333,106.383333333,93.0733333333
2000-04-23,101.513333333,101.066666667,98.3166666667,108.136666667,106.416666667,93.0066666667
2000-04-24,101.53,101.04,98.49,108.17,106.45,92.94
2000-04-25,101.7,101.06,99.54,108.27,106.55,92.74
2000-04-26,101.6,100.81,99.54,108.37,106.66,92.53
2000-04-27,101.31,100.39,98.49,108.47,106.76,92.33
2000-04-28,101.04,100.31,96.92,108.58,106.86,92.13
2000-04-29,101.256666667,100.63,97.4866666667,108.543333333,107.13,91.6366666667
2000-04-30,101.473333333,100.95,98.0533333333,108.506666667,107.4,91.1433333333
2000-05-01,101.69,101.27,98.62,108.47,107.67,90.65
2000-05-02,102.46,102.23,100.33,108.37,108.48,90.06
2000-05-03,103.26,103.18,102.03,108.27,109.29,89.47
2000-05-04,104.02,104.14,103.73,108.17,110.1,88.88
2000-05-05,104.46,105.65,102.16,108.07,110.91,88.29
2000-05-06,104.456666667,105.71,102.09,108.103333333,110.86,88.3066666667
2000-05-07,104.453333333,105.77,102.02,108.136666667,110.81,88.3233333333
2000-05-08,104.45,105.83,101.95,108.17,110.76,88.34
2000-05-09,104.43,106.01,101.74,108.27,110.61,88.38
2000-05-10,104.39,106.18,101.53,108.37,110.45,88.43
2000-05-11,104.38,106.36,101.32,108.47,110.3,88.47
2000-05-12,104.37,106.54,101.11,108.58,110.15,88.56
2000-05-13,104.106666667,106.34,100.236666667,108.613333333,109.946666667,88.5766666667
2000-05-14,103.843333333,106.14,99.3633333333,108.646666667,109.743333333,88.5933333333
2000-05-15,103.58,105.94,98.49,108.68,109.54,88.61
2000-05-16,103.05,105.69,96.92,108.78,108.94,88.65
2000-05-17,102.71,105.26,96.92,108.88,108.33,88.7
2000-05-18,102.51,104.74,97.97,108.98,107.72,88.74
2000-05-19,102.48,104.76,100.06,104.85,107.11,88.79
2000-05-20,102.573333333,104.99,100.41,104.963333333,107.01,88.79
2000-05-21,102.666666667,105.22,100.76,105.076666667,106.91,88.79
2000-05-22,102.76,105.45,101.11,105.19,106.81,88.79
2000-05-23,102.49,105.97,99.02,105.53,106.5,88.79
2000-05-24,102.24,106.04,97.97,105.87,106.2,88.79
2000-05-25,101.95,106.2,96.4,106.21,105.9,88.79
2000-05-26,102.01,106.45,96.92,106.55,105.59,88.79
2000-05-27,102.026666667,107.036666667,96.31,106.526666667,105.406666667,88.7566666667
2000-05-28,102.043333333,107.623333333,95.7,106.503333333,105.223333333,88.7233333333
2000-05-29,102.06,108.21,95.09,106.48,105.04,88.69
2000-05-30,101.4,107.67,93.25,106.41,104.48,88.59
2000-05-31,101.21,107.73,93.25,106.34,103.92,88.49
2000-06-01,101.01,107.39,94.04,106.28,103.36,88.39
2000-06-02,100.82,107.05,94.83,106.21,102.81,88.29
2000-06-03,100.776666667,107.023333333,94.5833333333,106.14,102.843333333,88.29
2000-06-04,100.733333333,106.996666667,94.3366666667,106.07,102.876666667,88.29
2000-06-05,100.69,106.97,94.09,106.0,102.91,88.29
2000-06-06,100.57,106.89,93.36,105.8,103.01,88.28
2000-06-07,100.44,106.81,92.63,105.6,103.11,88.27
2000-06-08,100.32,106.73,91.89,105.4,103.21,88.26
2000-06-09,100.2,106.65,91.16,105.19,103.31,88.25
2000-06-10,99.9066666667,106.47,89.5866666667,105.123333333,103.363333333,88.2466666667
2000-06-11,99.6133333333,106.29,88.0133333333,105.056666667,103.416666667,88.2433333333
2000-06-12,99.32,106.11,86.44,104.99,103.47,88.24
2000-06-13,99.25,106.07,85.92,104.79,103.62,88.23
2000-06-14,99.12,105.73,85.4,104.58,103.77,88.22
2000-06-15,99.29,105.69,86.44,104.38,103.92,88.21
2000-06-16,99.57,105.85,87.49,104.18,104.07,88.61
2000-06-17,99.6566666667,106.223333333,87.49,104.02,104.003333333,88.6066666667
2000-06-18,99.7433333333,106.596666667,87.49,103.86,103.936666667,88.6033333333
2000-06-19,99.83,106.97,87.49,103.7,103.87,88.6
2000-06-20,99.79,107.39,86.97,103.23,103.67,88.59
2000-06-21,100.0,108.01,88.02,102.76,103.47,88.58
2000-06-22,100.09,108.83,87.49,102.28,103.26,88.57
2000-06-23,99.78,108.75,85.92,101.81,103.06,88.92
2000-06-24,99.6166666667,108.823333333,85.22,101.966666667,102.856666667,88.8266666667
2000-06-25,99.4533333333,108.896666667,84.52,102.123333333,102.653333333,88.7333333333
2000-06-26,99.29,108.97,83.82,102.28,102.45,88.64
2000-06-27,99.26,109.09,84.87,102.76,101.84,88.37
2000-06-28,98.69,108.51,83.82,103.23,101.24,88.09
2000-06-29,98.58,108.63,84.35,103.7,100.63,87.81
2000-06-30,97.84,107.75,82.78,104.18,100.02,87.58
2000-07-01,97.4133333333,107.216666667,81.2066666667,104.313333333,99.9533333333,87.58
2000-07-02,96.9866666667,106.683333333,79.6333333333,104.446666667,99.8866666667,87.58
2000-07-03,96.56,106.15,78.06,104.58,99.82,87.58
2000-07-04,96.52,105.66,79.11,104.99,99.62,87.58
2000-07-05,96.46,105.17,80.16,105.4,99.41,87.58
2000-07-06,96.45,104.78,81.2,105.8,99.21,87.58
2000-07-07,96.4,104.25,82.25,106.21,99.01,87.58
2000-07-08,96.3866666667,104.283333333,82.31,106.323333333,98.9266666667,87.5
2000-07-09,96.3733333333,104.316666667,82.37,106.436666667,98.8433333333,87.42
2000-07-10,96.36,104.35,82.43,106.55,98.76,87.34
2000-07-11,96.2,104.05,82.6,106.88,98.5,87.1
2000-07-12,96.15,103.85,82.78,107.22,98.25,86.86
2000-07-13,96.17,104.0,83.3,107.56,98.0,86.62
2000-07-14,95.82,103.45,82.78,107.9,97.74,86.37
2000-07-15,95.6766666667,103.23,82.43,107.833333333,97.6733333333,86.4
2000-07-16,95.5333333333,103.01,82.08,107.766666667,97.6066666667,86.43
2000-07-17,95.39,102.79,81.73,107.7,97.54,86.46
2000-07-18,95.24,102.53,81.73,107.49,97.34,86.54
2000-07-19,95.13,102.67,81.73,107.29,97.14,86.62
2000-07-20,95.21,102.61,82.78,107.09,96.93,86.7
2000-07-21,95.14,102.45,82.78,106.88,96.73,87.09
2000-07-22,95.0766666667,102.39,82.6033333333,106.993333333,96.68,87.0666666667
2000-07-23,95.0133333333,102.33,82.4266666667,107.106666667,96.63,87.0433333333
2000-07-24,94.95,102.27,82.25,107.22,96.58,87.02
2000-07-25,94.73,101.99,81.73,107.56,96.43,86.95
2000-07-26,94.51,101.71,81.2,107.9,96.27,86.87
2000-07-27,94.61,101.93,81.73,108.24,96.12,86.8
2000-07-28,94.54,101.85,81.73,108.58,95.97,86.73
2000-07-29,94.4566666667,101.703333333,81.6933333333,108.443333333,95.8866666667,86.7566666667
2000-07-30,94.3733333333,101.556666667,81.6566666667,108.306666667,95.8033333333,86.7833333333
2000-07-31,94.29,101.41,81.62,108.17,95.72,86.81
2000-08-01,94.03,101.07,81.52,107.76,95.46,86.57
2000-08-02,93.82,100.73,81.41,107.36,95.21,86.65
2000-08-03,93.57,100.29,81.31,106.95,94.96,86.72
2000-08-04,92.75,98.18,81.2,106.55,94.7,86.4
2000-08-05,92.7833333333,98.17,81.29,106.55,94.77,86.3933333333
2000-08-06,92.8166666667,98.16,81.38,106.55,94.84,86.3866666667
2000-08-07,92.85,98.15,81.47,106.55,94.91,86.38
2000-08-08,92.96,98.13,81.73,106.55,95.11,86.37
2000-08-09,92.96,98.12,81.38,106.55,95.31,86.36
2000-08-10,93.0,98.19,81.03,106.55,95.51,86.34
2000-08-11,93.07,98.18,80.68,106.55,95.72,86.73
2000-08-12,93.1233333333,98.2333333333,80.68,106.413333333,95.8366666667,86.73
2000-08-13,93.1766666667,98.2866666667,80.68,106.276666667,95.9533333333,86.73
2000-08-14,93.23,98.34,80.68,106.14,96.07,86.73
2000-08-15,93.39,98.77,80.16,105.73,96.43,86.73
2000-08-16,93.79,99.11,81.2,105.33,96.78,86.73
2000-08-17,93.79,99.27,80.16,104.92,97.14,86.73
2000-08-18,93.98,99.51,80.68,104.52,97.49,86.15
2000-08-19,94.0833333333,99.6133333333,80.8533333333,104.54,97.6433333333,86.12
2000-08-20,94.1866666667,99.7166666667,81.0266666667,104.56,97.7966666667,86.09
2000-08-21,94.29,99.82,81.2,104.58,97.95,86.06
2000-08-22,94.46,99.94,81.2,104.65,98.4,85.97
2000-08-23,94.66,99.98,81.73,104.72,98.86,85.88
2000-08-24,95.08,100.63,82.25,104.79,99.31,85.79
2000-08-25,95.4,101.03,82.78,104.85,99.77,85.57
2000-08-26,95.5566666667,101.22,82.9533333333,104.716666667,99.9733333333,85.5966666667
2000-08-27,95.7133333333,101.41,83.1266666667,104.583333333,100.176666667,85.6233333333
2000-08-28,95.87,101.6,83.3,104.45,100.38,85.65
2000-08-29,96.61,102.52,84.87,104.04,100.98,85.73
2000-08-30,95.78,102.29,78.58,103.64,101.59,85.81
2000-08-31,96.48,102.81,80.68,103.23,102.2,85.89
2000-09-01,97.12,103.52,82.78,102.83,102.81,85.12
2000-09-02,97.0633333333,103.476666667,82.8966666667,102.736666667,102.656666667,85.05
2000-09-03,97.0066666667,103.433333333,83.0133333333,102.643333333,102.503333333,84.98
2000-09-04,96.95,103.39,83.13,102.55,102.35,84.91
2000-09-05,96.79,103.27,83.47,102.28,101.9,84.7
2000-09-06,96.69,103.14,83.82,102.01,101.44,84.48
2000-09-07,96.38,102.75,83.82,101.74,100.98,84.27
2000-09-08,96.19,102.72,83.82,101.47,100.53,84.05
2000-09-09,96.25,102.776666667,84.17,101.38,100.53,84.0166666667
2000-09-10,96.31,102.833333333,84.52,101.29,100.53,83.9833333333
2000-09-11,96.37,102.89,84.87,101.2,100.53,83.95
2000-09-12,96.31,102.8,84.87,100.93,100.53,83.84
2000-09-13,96.11,102.54,84.35,100.66,100.53,83.73
2000-09-14,95.97,102.45,83.82,100.39,100.53,83.63
2000-09-15,95.76,102.18,83.3,100.12,100.53,83.47
2000-09-16,95.88,102.353333333,83.65,100.053333333,100.563333333,83.47
2000-09-17,96.0,102.526666667,84.0,99.9866666667,100.596666667,83.47
2000-09-18,96.12,102.7,84.35,99.92,100.63,83.47
2000-09-19,95.9,102.15,83.82,99.71,100.73,83.47
2000-09-20,95.86,101.95,83.82,99.51,100.83,83.47
2000-09-21,95.83,101.76,83.82,99.31,100.93,83.47
2000-09-22,96.23,102.0,85.92,99.1,101.03,83.21
2000-09-23,96.3066666667,102.213333333,85.7466666667,99.2833333333,101.1,83.2433333333
2000-09-24,96.3833333333,102.426666667,85.5733333333,99.4666666667,101.17,83.2766666667
2000-09-25,96.46,102.64,85.4,99.65,101.24,83.31
2000-09-26,96.75,103.2,85.4,100.19,101.44,83.42
2000-09-27,97.09,104.19,84.87,100.73,101.64,83.53
2000-09-28,97.45,104.74,85.4,101.27,101.84,83.63
2000-09-29,98.02,105.83,85.92,101.81,102.05,84.01
2000-09-30,98.0633333333,105.966666667,86.0933333333,101.766666667,101.896666667,84.1733333333
2000-10-01,98.1066666667,106.103333333,86.2666666667,101.723333333,101.743333333,84.3366666667
2000-10-02,98.15,106.24,86.44,101.68,101.59,84.5
2000-10-03,98.17,106.47,86.57,101.54,101.14,85.12
2000-10-04,98.28,106.79,86.71,101.4,100.68,85.75
2000-10-05,98.28,106.93,86.84,101.27,100.22,86.37
2000-10-06,98.22,107.07,86.97,101.13,99.77,86.55
2000-10-07,98.2466666667,107.28,86.8833333333,101.3,99.5833333333,86.76
2000-10-08,98.2733333333,107.49,86.7966666667,101.47,99.3966666667,86.97
2000-10-09,98.3,107.7,86.71,101.64,99.21,87.18
2000-10-10,98.38,108.34,86.44,102.15,98.65,87.8
2000-10-11,98.41,108.92,86.44,102.15,98.1,88.43
2000-10-12,98.49,109.24,86.97,102.15,97.54,89.05
2000-10-13,97.9,108.94,87.49,102.15,96.98,85.93
2000-10-14,97.9866666667,109.176666667,87.49,102.193333333,97.0133333333,85.9133333333
2000-10-15,98.0733333333,109.413333333,87.49,102.236666667,97.0466666667,85.8966666667
2000-10-16,98.16,109.65,87.49,102.28,97.08,85.88
2000-10-17,98.22,109.47,88.02,102.42,97.19,85.84
2000-10-18,98.11,109.12,88.02,101.88,97.29,85.79
2000-10-19,98.09,108.94,88.02,102.01,97.39,85.75
2000-10-20,98.27,109.03,88.02,102.49,97.49,86.42
2000-10-21,98.1533333333,108.916666667,87.8433333333,102.51,97.3533333333,86.35
2000-10-22,98.0366666667,108.803333333,87.6666666667,102.53,97.2166666667,86.28
2000-10-23,97.92,108.69,87.49,102.55,97.08,86.21
2000-10-24,97.87,108.71,88.02,102.96,96.68,85.99
2000-10-25,97.62,108.46,88.02,103.03,96.27,85.78
2000-10-26,97.47,108.48,88.02,103.1,95.87,85.56
2000-10-27,97.46,108.94,88.02,103.16,95.46,85.35
2000-10-28,97.5166666667,108.846666667,88.1933333333,103.32,95.58,85.4333333333
2000-10-29,97.5733333333,108.753333333,88.3666666667,103.48,95.7,85.5166666667
2000-10-30,97.63,108.66,88.54,103.64,95.82,85.6
2000-10-31,97.89,108.73,88.93,104.11,96.17,85.85
2000-11-01,98.11,108.98,89.32,104.25,96.53,85.38
2000-11-02,98.44,109.23,89.72,105.06,96.88,85.63
2000-11-03,98.88,110.01,90.11,105.19,97.24,85.71
2000-11-04,98.86,109.936666667,90.11,105.28,97.2233333333,85.7366666667
2000-11-05,98.84,109.863333333,90.11,105.37,97.2066666667,85.7633333333
2000-11-06,98.82,109.79,90.11,105.46,97.19,85.79
2000-11-07,98.8,109.76,90.11,105.73,97.14,85.88
2000-11-08,98.83,109.68,90.63,106.0,97.08,85.97
2000-11-09,98.85,109.42,91.16,106.95,97.03,86.06
2000-11-10,98.68,109.12,90.63,107.56,96.98,86.06
2000-11-11,98.7,109.113333333,90.63,107.56,97.0833333333,86.01
2000-11-12,98.72,109.106666667,90.63,107.56,97.1866666667,85.96
2000-11-13,98.74,109.1,90.63,107.56,97.29,85.91
2000-11-14,98.92,109.44,90.63,107.56,97.59,85.76
2000-11-15,99.05,109.6,90.63,107.56,97.89,85.61
2000-11-16,99.3,109.85,91.16,107.9,98.2,85.46
2000-11-17,99.6,110.1,92.21,107.9,98.5,85.26
2000-11-18,99.6433333333,110.07,92.21,107.853333333,98.6866666667,85.2
2000-11-19,99.6866666667,110.04,92.21,107.806666667,98.8733333333,85.14
2000-11-20,99.73,110.01,92.21,107.76,99.06,85.08
2000-11-21,99.9,109.74,92.73,107.97,99.62,84.9
2000-11-22,100.17,109.74,93.25,107.83,100.17,84.72
2000-11-23,100.29,109.56,93.25,108.03,100.73,84.54
2000-11-24,100.57,109.56,94.04,108.24,101.29,84.32
2000-11-25,100.763333333,109.923333333,94.1266666667,108.51,101.44,84.3666666667
2000-11-26,100.956666667,110.286666667,94.2133333333,108.78,101.59,84.4133333333
2000-11-27,101.15,110.65,94.3,109.05,101.74,84.46
2000-11-28,101.16,110.58,93.25,109.86,102.2,84.61
2000-11-29,101.31,110.33,93.25,110.67,102.66,84.75
2000-11-30,102.02,110.92,95.35,111.48,103.11,84.89
2000-12-01,102.86,112.14,97.45,111.96,103.57,84.63
2000-12-02,102.85,112.056666667,97.45,112.093333333,103.603333333,84.6066666667
2000-12-03,102.84,111.973333333,97.45,112.226666667,103.636666667,84.5833333333
2000-12-04,102.83,111.89,97.45,112.36,103.67,84.56
2000-12-05,102.84,111.56,97.97,112.43,103.77,84.49
2000-12-06,102.89,111.22,98.49,112.84,103.87,84.42
2000-12-07,102.52,110.44,97.45,112.9,103.97,84.35
2000-12-08,102.65,110.19,98.49,112.97,104.07,84.37
2000-12-09,102.626666667,110.11,98.49,112.79,104.07,84.3933333333
2000-12-10,102.603333333,110.03,98.49,112.61,104.07,84.4166666667
2000-12-11,102.58,109.95,98.49,112.43,104.07,84.44
2000-12-12,102.5,109.63,98.49,112.23,104.07,84.51
2000-12-13,102.5,109.67,98.49,111.69,104.07,84.58
2000-12-14,102.46,109.17,99.02,111.82,104.07,84.65
2000-12-15,102.44,108.76,99.54,111.96,104.07,84.72
2000-12-16,102.693333333,109.01,100.413333333,112.073333333,104.173333333,84.7
2000-12-17,102.946666667,109.26,101.286666667,112.186666667,104.276666667,84.68
2000-12-18,103.2,109.51,102.16,112.3,104.38,84.66
2000-12-19,103.53,109.9,102.68,112.63,104.68,84.6
2000-12-20,103.71,110.11,102.16,113.65,104.98,84.54
2000-12-21,104.24,110.6,103.73,114.33,105.29,84.47
2000-12-22,104.54,110.9,104.26,115.0,105.59,84.32
2000-12-23,104.545,110.9125,104.39,115.17,105.49,84.3375
2000-12-24,104.55,110.925,104.52,115.34,105.39,84.355
2000-12-25,104.555,110.9375,104.65,115.51,105.29,84.3725
2000-12-26,104.56,110.95,104.78,115.68,105.19,84.39
2000-12-27,104.54,111.02,104.78,115.85,104.98,84.43
2000-12-28,104.46,110.92,104.78,116.02,104.78,84.46
2000-12-29,104.72,111.61,105.3,116.52,104.58,84.5
2000-12-30,104.8025,111.655,105.105,116.6975,104.5,84.5
2000-12-31,104.885,111.7,104.91,116.875,104.42,84.5
2001-01-01,104.9675,111.745,104.715,117.0525,104.34,84.5
2001-01-02,105.05,111.79,104.52,117.23,104.26,84.5
2001-01-03,105.04,112.15,103.73,117.27,103.95,84.5
2001-01-04,104.96,112.51,103.21,117.0,103.63,84.5
2001-01-05,104.64,112.59,101.64,117.03,103.31,84.54
2001-01-06,104.616666667,112.673333333,101.58,116.986666667,103.21,84.55
2001-01-07,104.593333333,112.756666667,101.52,116.943333333,103.11,84.56
2001-01-08,104.57,112.84,101.46,116.9,103.01,84.57
2001-01-09,104.52,113.17,101.29,116.76,102.71,84.6
2001-01-10,104.43,113.51,101.11,116.96,102.4,84.62
2001-01-11,104.33,113.76,100.59,117.5,102.1,84.65
2001-01-12,103.89,113.57,99.02,117.37,101.79,84.63
2001-01-13,103.823333333,113.496666667,99.02,117.303333333,101.673333333,84.62
2001-01-14,103.756666667,113.423333333,99.02,117.236666667,101.556666667,84.61
2001-01-15,103.69,113.35,99.02,117.17,101.44,84.6
2001-01-16,103.36,112.92,98.49,117.3,101.09,84.56
2001-01-17,102.99,112.39,97.97,117.1,100.73,84.53
2001-01-18,102.93,112.53,97.97,117.57,100.38,84.49
2001-01-19,102.46,112.23,96.4,117.37,100.02,84.5
2001-01-20,102.41,112.286666667,96.2833333333,117.46,99.87,84.5
2001-01-21,102.36,112.343333333,96.1666666667,117.55,99.72,84.5
2001-01-22,102.31,112.4,96.05,117.64,99.57,84.5
2001-01-23,102.15,112.49,95.7,118.25,99.11,84.5
2001-01-24,101.94,112.57,95.35,117.84,98.65,84.5
2001-01-25,101.56,112.09,94.83,118.11,98.2,84.5
2001-01-26,101.27,111.88,94.3,118.38,97.74,84.5
2001-01-27,101.22,111.703333333,94.3,118.403333333,97.74,84.5
2001-01-28,101.17,111.526666667,94.3,118.426666667,97.74,84.5
2001-01-29,101.12,111.35,94.3,118.45,97.74,84.5
2001-01-30,101.11,111.27,94.3,118.52,97.74,84.5
2001-01-31,101.12,111.09,94.3,118.59,97.74,84.5
2001-02-01,101.12,111.04,94.3,118.99,97.74,84.5
2001-02-02,101.3,110.81,95.87,119.06,97.74,84.46
2001-02-03,101.303333333,110.76,95.7533333333,119.083333333,97.8433333333,84.4966666667
2001-02-04,101.306666667,110.71,95.6366666667,119.106666667,97.9466666667,84.5333333333
2001-02-05,101.31,110.66,95.52,119.13,98.05,84.57
2001-02-06,101.3,110.6,95.18,118.18,98.35,84.69
2001-02-07,101.25,110.45,94.83,117.91,98.65,84.8
2001-02-08,101.17,110.45,93.78,117.3,98.96,84.92
2001-02-09,101.26,110.45,93.78,117.03,99.26,85.04
2001-02-10,101.21,110.466666667,93.9533333333,117.143333333,99.0066666667,85.0233333333
2001-02-11,101.16,110.483333333,94.1266666667,117.256666667,98.7533333333,85.0066666667
2001-02-12,101.11,110.5,94.3,117.37,98.5,84.99
2001-02-13,101.0,110.73,94.83,117.03,97.74,84.95
2001-02-14,100.9,110.95,95.35,116.69,96.98,84.9
2001-02-15,100.77,111.06,95.87,116.69,96.22,84.86
2001-02-16,100.48,110.99,95.87,116.35,95.46,84.81
2001-02-17,100.456666667,110.996666667,95.8133333333,116.443333333,95.4266666667,84.7566666667
2001-02-18,100.433333333,111.003333333,95.7566666667,116.536666667,95.3933333333,84.7033333333
2001-02-19,100.41,111.01,95.7,116.63,95.36,84.65
2001-02-20,100.39,111.21,95.52,116.56,95.26,84.49
